Node,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Best Modularity
307,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
239,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
309,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
85,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
318,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
319,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
182,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
96,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
97,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
321,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
325,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
316,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
315,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
333,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
323,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
136,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
326,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
329,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
336,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
337,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
338,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
339,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
340,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
93,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
94,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
332,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
