Node,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Best Modularity
307,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
239,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
309,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
85,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
318,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
319,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
182,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
97,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
321,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
325,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
316,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
315,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
333,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
323,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
136,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
326,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
329,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
336,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
337,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
338,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
339,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
340,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
